site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P352 08DEC09 2008.9391 54809 1509 2 -114.1    315  0.574354   4857051  0.205025  2474  0.676965  0.0084 0.000529 0.000688 0.002069  0.088184  0.057763 -0.062120
P352 08DEC10 2008.9418 54810 1509 3 -114.1    315  0.574239   4857051  0.202337  2474  0.674974  0.0084 0.000521 0.000673 0.002025  0.088079  0.029939 -0.065756
P352 08DEC11 2008.9446 54811 1509 4 -114.1    315  0.575600   4857051  0.202493  2474  0.677790  0.0084 0.000525 0.000696 0.002070  0.072778  0.034596 -0.051725
P352 08DEC12 2008.9473 54812 1509 5 -114.1    315  0.572343   4857051  0.203427  2474  0.675713  0.0084 0.000526 0.000699 0.002083  0.077509  0.037813 -0.049841
P352 08DEC13 2008.9500 54813 1509 6 -114.1    315  0.571166   4857051  0.202911  2474  0.673983  0.0084 0.000521 0.000686 0.002050  0.091106  0.031997 -0.054896
P352 08DEC14 2008.9528 54814 1510 0 -114.1    315  0.573232   4857051  0.203807  2474  0.672823  0.0084 0.000516 0.000690 0.002041  0.084023  0.039580 -0.031704
P352 08DEC15 2008.9555 54815 1510 1 -114.1    315  0.574017   4857051  0.201930  2474  0.667881  0.0084 0.000514 0.000676 0.002010  0.086682  0.046197 -0.048646
P352 08DEC16 2008.9582 54816 1510 2 -114.1    315  0.573640   4857051  0.203544  2474  0.672099  0.0084 0.000517 0.000682 0.002027  0.084827  0.012709 -0.051560
P352 08DEC17 2008.9610 54817 1510 3 -114.1    315  0.573496   4857051  0.200806  2474  0.678762  0.0084 0.000525 0.000706 0.002080  0.085870  0.025637 -0.061144
P352 08DEC18 2008.9637 54818 1510 4 -114.1    315  0.573342   4857051  0.200711  2474  0.671279  0.0084 0.000517 0.000681 0.002024  0.089285  0.000772 -0.066720
P352 08DEC19 2008.9665 54819 1510 5 -114.1    315  0.571225   4857051  0.200994  2474  0.671566  0.0084 0.000523 0.000699 0.002075  0.112604 -0.010463 -0.049248
P352 08DEC20 2008.9692 54820 1510 6 -114.1    315  0.573574   4857051  0.203382  2474  0.667163  0.0084 0.000512 0.000675 0.001995  0.088819  0.018547 -0.055755
P352 08DEC21 2008.9719 54821 1511 0 -114.1    315  0.573710   4857051  0.201890  2474  0.677577  0.0084 0.000522 0.000683 0.002046  0.095471  0.021956 -0.079528
P352 08DEC22 2008.9747 54822 1511 1 -114.1    315  0.573656   4857051  0.199565  2474  0.675295  0.0084 0.000514 0.000686 0.002039  0.096336  0.023840 -0.035311
P352 08DEC23 2008.9774 54823 1511 2 -114.1    315  0.572753   4857051  0.201487  2474  0.666036  0.0084 0.000515 0.000679 0.002022  0.096609  0.014408 -0.060592
P352 08DEC24 2008.9802 54824 1511 3 -114.1    315  0.571400   4857051  0.200211  2474  0.674909  0.0084 0.000516 0.000678 0.002019  0.099849  0.005793 -0.062173
P352 08DEC25 2008.9829 54825 1511 4 -114.1    315  0.571068   4857051  0.197780  2474  0.676871  0.0084 0.000514 0.000680 0.002024  0.094022  0.023405 -0.034519
P352 08DEC26 2008.9856 54826 1511 5 -114.1    315  0.572426   4857051  0.201735  2474  0.677219  0.0084 0.000515 0.000682 0.002033  0.090807  0.023319 -0.045556
P352 08DEC27 2008.9884 54827 1511 6 -114.1    315  0.573342   4857051  0.200868  2474  0.678539  0.0084 0.000520 0.000685 0.002057  0.100642 -0.004822 -0.030100
P352 08DEC28 2008.9911 54828 1512 0 -114.1    315  0.572464   4857051  0.201314  2474  0.671280  0.0084 0.000520 0.000688 0.002061  0.104834  0.027017 -0.016833
P352 08DEC29 2008.9938 54829 1512 1 -114.1    315  0.570089   4857051  0.197078  2474  0.671723  0.0084 0.000522 0.000685 0.002045  0.113633  0.002921 -0.040462
P352 08DEC30 2008.9966 54830 1512 2 -114.1    315  0.571836   4857051  0.202749  2474  0.668734  0.0084 0.000522 0.000689 0.002043  0.109039  0.006065 -0.021534
P352 08DEC31 2008.9993 54831 1512 3 -114.1    315  0.572037   4857051  0.200045  2474  0.676791  0.0084 0.000523 0.000680 0.002047  0.095708  0.022726 -0.054027
P352 09JAN01 2009.0021 54832 1512 4 -114.1    315  0.571605   4857051  0.199585  2474  0.673610  0.0084 0.000520 0.000682 0.002038  0.096699  0.012714 -0.050801
P352 09JAN02 2009.0048 54833 1512 5 -114.1    315  0.570639   4857051  0.201012  2474  0.677891  0.0084 0.000520 0.000682 0.002030  0.107045  0.008003 -0.068740
P352 09JAN03 2009.0075 54834 1512 6 -114.1    315  0.572673   4857051  0.202167  2474  0.670788  0.0084 0.000527 0.000683 0.002050  0.098832  0.006295 -0.077411
P352 09JAN04 2009.0103 54835 1513 0 -114.1    315  0.570931   4857051  0.201372  2474  0.667214  0.0084 0.000526 0.000684 0.002041  0.099756  0.000946 -0.046672
P352 09JAN05 2009.0130 54836 1513 1 -114.1    315  0.571757   4857051  0.201255  2474  0.676518  0.0084 0.000527 0.000685 0.002042  0.091075  0.018624 -0.068469
P352 09JAN06 2009.0157 54837 1513 2 -114.1    315  0.570510   4857051  0.205059  2474  0.680886  0.0084 0.000525 0.000686 0.002051  0.099328  0.008629 -0.034170
P352 09JAN07 2009.0185 54838 1513 3 -114.1    315  0.571729   4857051  0.203038  2474  0.689098  0.0084 0.000524 0.000685 0.002059  0.099022  0.005839 -0.060664
P352 09JAN08 2009.0212 54839 1513 4 -114.1    315  0.571592   4857051  0.198347  2474  0.679184  0.0084 0.000541 0.000698 0.002111  0.090748  0.007574 -0.075041
P352 09JAN09 2009.0240 54840 1513 5 -114.1    315  0.572856   4857051  0.202841  2474  0.671059  0.0084 0.000541 0.000694 0.002107  0.097462  0.005675 -0.067888
P352 09JAN10 2009.0267 54841 1513 6 -114.1    315  0.573325   4857051  0.202733  2474  0.671187  0.0084 0.000523 0.000676 0.002047  0.090473  0.028996 -0.062268
P352 09JAN11 2009.0294 54842 1514 0 -114.1    315  0.572863   4857051  0.203720  2474  0.668655  0.0084 0.000525 0.000676 0.002054  0.093317  0.007216 -0.062782
P352 09JAN12 2009.0322 54843 1514 1 -114.1    315  0.571251   4857051  0.203178  2474  0.674420  0.0084 0.000523 0.000688 0.002068  0.096522  0.021208 -0.054581
P352 09JAN13 2009.0349 54844 1514 2 -114.1    315  0.573333   4857051  0.202161  2474  0.670599  0.0084 0.000525 0.000683 0.002059  0.101063  0.011770 -0.066344
P352 09JAN14 2009.0376 54845 1514 3 -114.1    315  0.573429   4857051  0.203885  2474  0.670239  0.0084 0.000524 0.000678 0.002042  0.100943 -0.001301 -0.058847
P352 09JAN15 2009.0404 54846 1514 4 -114.1    315  0.574058   4857051  0.200962  2474  0.671325  0.0084 0.000524 0.000682 0.002060  0.117557  0.014186 -0.041947
P352 09JAN16 2009.0431 54847 1514 5 -114.1    315  0.573961   4857051  0.201884  2474  0.671628  0.0084 0.000527 0.000681 0.002071  0.094321 -0.011533 -0.066556
P352 09JAN17 2009.0459 54848 1514 6 -114.1    315  0.571001   4857051  0.200815  2474  0.669896  0.0084 0.000523 0.000677 0.002053  0.089035  0.018420 -0.079285
P352 09JAN18 2009.0486 54849 1515 0 -114.1    315  0.572386   4857051  0.201685  2474  0.669086  0.0084 0.000529 0.000692 0.002077  0.103494  0.014299 -0.058517
P352 09JAN19 2009.0513 54850 1515 1 -114.1    315  0.572569   4857051  0.200675  2474  0.671147  0.0084 0.000523 0.000683 0.002071  0.099576  0.011550 -0.072816
P352 09JAN20 2009.0541 54851 1515 2 -114.1    315  0.572368   4857051  0.201446  2474  0.675055  0.0084 0.000525 0.000680 0.002057  0.107394  0.003846 -0.046839
P352 09JAN21 2009.0568 54852 1515 3 -114.1    315  0.573205   4857051  0.200373  2474  0.676373  0.0084 0.000518 0.000679 0.002042  0.090139  0.019581 -0.043229
P352 09JAN22 2009.0595 54853 1515 4 -114.1    315  0.573246   4857051  0.199975  2474  0.676587  0.0084 0.000519 0.000673 0.002030  0.080390  0.014152 -0.078109
P352 09JAN23 2009.0623 54854 1515 5 -114.1    315  0.573314   4857051  0.203614  2474  0.669695  0.0084 0.000521 0.000675 0.002035  0.075723  0.010372 -0.090859
P352 09JAN24 2009.0650 54855 1515 6 -114.1    315  0.572890   4857051  0.200467  2474  0.670765  0.0084 0.000525 0.000683 0.002060  0.085225  0.018240 -0.072169
P352 09JAN25 2009.0678 54856 1516 0 -114.1    315  0.572940   4857051  0.201499  2474  0.666513  0.0084 0.000526 0.000677 0.002057  0.089540  0.018055 -0.072923
P352 09JAN26 2009.0705 54857 1516 1 -114.1    315  0.575751   4857051  0.202189  2474  0.667062  0.0084 0.000520 0.000678 0.002044  0.105312  0.008657 -0.039340
P352 09JAN27 2009.0732 54858 1516 2 -114.1    315  0.571810   4857051  0.200396  2474  0.667949  0.0084 0.000519 0.000676 0.002038  0.101377  0.018776 -0.041283
P352 09JAN28 2009.0760 54859 1516 3 -114.1    315  0.574316   4857051  0.201723  2474  0.662357  0.0084 0.000521 0.000674 0.002033  0.090663  0.022086 -0.062673
P352 09JAN29 2009.0787 54860 1516 4 -114.1    315  0.573016   4857051  0.201709  2474  0.668237  0.0084 0.000522 0.000679 0.002046  0.087341  0.029575 -0.065315
P352 09JAN30 2009.0815 54861 1516 5 -114.1    315  0.572575   4857051  0.201167  2474  0.669381  0.0084 0.000525 0.000674 0.002045  0.088520  0.015368 -0.065112
P352 09JAN31 2009.0842 54862 1516 6 -114.1    315  0.573088   4857051  0.201273  2474  0.672028  0.0084 0.000522 0.000672 0.002038  0.094403  0.010362 -0.050907
P352 09FEB01 2009.0869 54863 1517 0 -114.1    315  0.572194   4857051  0.202060  2474  0.667611  0.0084 0.000523 0.000680 0.002056  0.107381  0.004461 -0.046948
P352 09FEB02 2009.0897 54864 1517 1 -114.1    315  0.574607   4857051  0.202369  2474  0.666402  0.0084 0.000523 0.000681 0.002066  0.084972  0.042670 -0.028699
P352 09FEB03 2009.0924 54865 1517 2 -114.1    315  0.572034   4857051  0.201489  2474  0.660562  0.0084 0.000527 0.000676 0.002056  0.076373  0.039677 -0.069519
P352 09FEB04 2009.0951 54866 1517 3 -114.1    315  0.574558   4857051  0.199235  2474  0.664132  0.0084 0.000532 0.000681 0.002084  0.096196  0.023805 -0.059438
P352 09FEB05 2009.0979 54867 1517 4 -114.1    315  0.573537   4857051  0.200386  2474  0.669474  0.0084 0.000526 0.000668 0.002053  0.091835  0.050052 -0.057732
P352 09FEB06 2009.1006 54868 1517 5 -114.1    315  0.572030   4857051  0.200300  2474  0.667586  0.0084 0.000525 0.000669 0.002053  0.100759  0.027992 -0.055390
P352 09FEB07 2009.1034 54869 1517 6 -114.1    315  0.573664   4857051  0.202058  2474  0.669585  0.0084 0.000529 0.000684 0.002084  0.105073  0.019779 -0.035468
P352 09FEB08 2009.1061 54870 1518 0 -114.1    315  0.571112   4857051  0.199618  2474  0.667949  0.0084 0.000525 0.000672 0.002063  0.080496  0.036323 -0.056414
P352 09FEB09 2009.1088 54871 1518 1 -114.1    315  0.570646   4857051  0.199816  2474  0.671736  0.0084 0.000525 0.000677 0.002062  0.093538  0.019875 -0.060917
P352 09FEB10 2009.1116 54872 1518 2 -114.1    315  0.571372   4857051  0.199816  2474  0.665733  0.0084 0.000522 0.000677 0.002052  0.096650  0.020090 -0.048541
P352 09FEB11 2009.1143 54873 1518 3 -114.1    315  0.570966   4857051  0.199611  2474  0.663212  0.0084 0.000539 0.000682 0.002084  0.087241  0.024871 -0.078714
P352 09FEB12 2009.1170 54874 1518 4 -114.1    315  0.570839   4857051  0.200107  2474  0.662604  0.0084 0.000540 0.000688 0.002100  0.106219 -0.000352 -0.047926
P352 09FEB13 2009.1198 54875 1518 5 -114.1    315  0.571023   4857051  0.200161  2474  0.664194  0.0084 0.000520 0.000670 0.002026  0.090186 -0.000515 -0.059317
P352 09FEB14 2009.1225 54876 1518 6 -114.1    315  0.571397   4857051  0.200190  2474  0.669183  0.0084 0.000524 0.000680 0.002050  0.083014  0.021629 -0.054171
P352 09FEB15 2009.1253 54877 1519 0 -114.1    315  0.571568   4857051  0.199391  2474  0.665736  0.0084 0.000522 0.000683 0.002047  0.092708  0.030911 -0.052703
P352 09FEB16 2009.1280 54878 1519 1 -114.1    315  0.570783   4857051  0.200294  2474  0.667581  0.0084 0.000521 0.000669 0.002020  0.080971  0.017608 -0.059705
P352 09FEB17 2009.1307 54879 1519 2 -114.1    315  0.571675   4857051  0.199595  2474  0.672876  0.0084 0.000526 0.000678 0.002035  0.093567 -0.005938 -0.075249
P352 09FEB18 2009.1335 54880 1519 3 -114.1    315  0.570521   4857051  0.200382  2474  0.671355  0.0084 0.000524 0.000664 0.002035  0.092376 -0.012049 -0.061270
P352 09FEB19 2009.1362 54881 1519 4 -114.1    315  0.570491   4857051  0.198065  2474  0.666445  0.0084 0.000526 0.000667 0.002035  0.069534 -0.001425 -0.070346
